Date,Open,High,Low,Close,Volume,Adj Close
2010-06-29,0.010532909264314334,0.030459625799939008,0.009645094785135137,0.029936348174115106,0.5033769374875152,0.029936348174115106
2010-06-30,0.035539356617865454,0.05018377778458864,0.031346542039331064,0.02971432701513859,0.46074816306477995,0.02971432701513859
2010-07-01,0.03262991398070638,0.033807636837923816,0.019930676360425205,0.022794548530376928,0.21865872685947513,0.022794548530376928
2010-07-02,0.025264245741909032,0.023545255178013855,0.01405319525400938,0.012581412399227672,0.1355444940532428,0.012581412399227672
2010-07-06,0.014215743383713002,0.012263913636978083,0.003202471626911424,0.0011471321406002419,0.18216566699239312,0.0011471321406002419
2010-07-07,0.0009575405538777698,0.0,0.0,0.0,0.18364493297413442,0.0
2010-07-08,0.0,0.0032388404041494706,0.0022228920704443975,0.006142684076065129,0.20496201957597973,0.006142684076065129
2010-07-09,0.00530328481476821,0.004621714528534493,0.005915149707975652,0.005920662917088627,0.10614273297089517,0.005920662917088627
2010-07-12,0.00666593712177984,0.005240368742075174,0.007610579631013033,0.004625514203561172,0.056255297553812346,0.004625514203561172
2010-07-13,0.004603542649248345,0.007314676289510283,0.007233818263141088,0.008658965815827806,0.06914758647497395,0.008658965815827806
2010-07-14,0.006629108780585848,0.012809785001866913,0.01047396602683972,0.014949673865648806,0.11004605160154837,0.014949673865648806
2010-07-15,0.013994777019383196,0.017722627285866363,0.015145806988451672,0.015134690881393499,0.09775302736642066,0.015134690881393499
2010-07-16,0.0167937309501262,0.016994795160205495,0.019101797583493278,0.017910001623778808,0.06756034487412742,0.017910001623778808
2010-07-19,0.0192612298101233,0.020451984110310503,0.022379625251592768,0.022609531514632235,0.06392156651028198,0.022609531514632235
2010-07-20,0.021028986504600562,0.01899632713727363,0.019101797583493278,0.01665186075389747,0.04607319667219142,0.01665186075389747
2010-07-21,0.016646413902516137,0.01553914182631104,0.017029613827811325,0.016355827608043043,0.03061108801632591,0.016355827608043043
2010-07-22,0.016057160443412342,0.01681284167771832,0.020307441495910815,0.019242154480538072,0.022655984278749857,0.019242154480538072
2010-07-23,0.018598319668631548,0.01794097219267947,0.02290708739899979,0.020315278334674718,0.014444438445798938,0.020315278334674718
2010-07-26,0.019739994562811024,0.017722627285866363,0.020043701003173105,0.01905713746479338,0.021695001268713526,0.01905713746479338
2010-07-27,0.017567122432365793,0.016558101707436865,0.019893000223638026,0.017576964334692573,0.013529345073882317,0.017576964334692573
2010-07-28,0.016241298466548156,0.01553914182631104,0.020834903643317852,0.018206034769633235,0.009412774595496337,0.018206034769633235
2010-07-29,0.017051525655649984,0.015466355338516785,0.018913420667170992,0.01683688517047082,0.01342946762621,0.01683688517047082
2010-07-30,0.014952313890426859,0.013865139946461075,0.01721799074413361,0.015319718998381172,0.008324920233011386,0.015319718998381172
2010-08-02,0.016057160443412342,0.015793878157450078,0.020156733181148363,0.018946121334683645,0.016185545303870386,0.018946121334683645
2010-08-03,0.017898577503111683,0.019360245019675273,0.022002863883720837,0.022757551787973777,0.030017222111247282,0.022757551787973777
2010-08-04,0.021397273599374537,0.020197244140029047,0.022115892294082416,0.020204262204564984,0.021446657344771553,0.020204262204564984
2010-08-05,0.019887311610421086,0.017904580768353537,0.019101797583493278,0.017206930303203173,0.018293769266899535,0.017206930303203173
2010-08-06,0.014584026795652884,0.012846176426192832,0.01710496610138571,0.014024570284853703,0.016828000237546364,0.014024570284853703
2010-08-09,0.013847459971773134,0.012191130788326246,0.01684123691148904,0.014061574428085512,0.01873916869570851,0.014061574428085512
2010-08-10,0.012926751441923463,0.010990213785570815,0.014467636526282197,0.011952341964286996,0.03138851247388339,0.011952341964286996
2010-08-11,0.009391234370134859,0.00818807047333242,0.010813051257924457,0.0077708700786788334,0.018331560733586355,0.0077708700786788334
2010-08-12,0.006113504638201796,0.004621714528534493,0.009079945198099883,0.006660745781724715,0.015454010484432614,0.006660745781724715
2010-08-13,0.007512985286407418,0.006623246505602642,0.010097204658967775,0.009325044094414599,0.013915357912183427,0.009325044094414599
2010-08-16,0.00850735418147918,0.007896939078725032,0.012357772866199372,0.011027238383491907,0.009914861224335544,0.011027238383491907
2010-08-17,0.010385592216704258,0.010080428177422773,0.01431693574674709,0.01239638798265432,0.008891792233313716,0.01239638798265432
2010-08-18,0.01270578139475955,0.010771865239615291,0.01363876151696395,0.010990230539845776,0.013032657225998367,0.010990230539845776
2010-08-19,0.008838809252225056,0.009534556812533942,0.012621505823709724,0.011064242526723715,0.012433392539964476,0.011064242526723715
2010-08-20,0.009243917322524782,0.009025080511113476,0.013299676285879213,0.01221136726649532,0.004791418097793517,0.01221136726649532
2010-08-23,0.01086436433506021,0.013683175546546605,0.015145806988451672,0.016022790318956807,0.026173290071101946,0.016022790318956807
2010-08-24,0.011453617794164005,0.011208558692383921,0.014957430072129387,0.012581412399227672,0.014970819588936818,0.012581412399227672
2010-08-25,0.011122162723418115,0.012191130788326246,0.013488053202201498,0.01517169872503963,0.010387254557920821,0.01517169872503963
2010-08-26,0.013810627947745034,0.013246482093777975,0.01740637519568327,0.01461663657656257,0.008511178175967866,0.01461663657656257
2010-08-27,0.013295034853863331,0.011790828759883534,0.017029613827811325,0.014431619560817878,0.007048108537092325,0.014431619560817878
